organic_modifier_percentage,organic_modifier,additive,additive_concentration_mM,pH_aq,name,logIE,instrument,source,logIE_pred,error_abs,viscosity,surface_tension,polarity_index,pH.aq.,NH4,SPLIT,solvent,SMILES
80,MeCN,ammonium acetate,1,3.45,"2,6-dinitrophenol",0.85,Agilent XCT,ESI,0.86669881,0.01669881,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(c(c(c1)N(=O)=O)O)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,2-nitrophenol,-2.38,Agilent XCT,ESI,-1.904667946,0.475332054,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc(c(c1)N(=O)=O)O
80,MeCN,ammonium acetate,1,3.45,3-nitrophenol,0.75,Agilent XCT,ESI,0.701643648,0.048356352,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)O)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,4-nitrophenol,0.98,Agilent XCT,ESI,0.975477354,0.004522646,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(ccc1N(=O)=O)O
80,MeCN,ammonium acetate,1,3.45,3-[(heptafluoropropyl)sulphonyl]benzoic acid,1.35,Agilent XCT,ESI,1.997847733,0.647847733,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid,1.34,Agilent XCT,ESI,1.844106916,0.504106916,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,3-[(heptafluoropropyl)sulphanyl]benzoic acid,0.95,Agilent XCT,ESI,1.547957583,0.597957583,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)SC(C(C(F)(F)F)(F)F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,3-trifluoromethylsulfonylbenzoic acid,0.84,Agilent XCT,ESI,1.567291627,0.727291627,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)S(=O)(=O)C(F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,3-[tris(trifluoromethyl)methyl]benzoic acid,1.29,Agilent XCT,ESI,1.87301127,0.58301127,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,3-[(trifluoromethyl)sulphanyl]benzoic acid,0.42,Agilent XCT,ESI,1.014138337,0.594138337,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)SC(F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,3.45,pentachlorophenol,1.68,Agilent XCT,ESI,2.121861014,0.441861014,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1(c(c(c(c(c1Cl)Cl)O)Cl)Cl)Cl
80,MeCN,ammonium acetate,1,3.45,"2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester",3.52,Agilent XCT,ESI,3.821174185,0.301174185,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1c(cc(c(c1S(=O)(=O)OCC(F)(F)F)O)S(=O)(=O)OCC(F)(F)F)S(=O)(=O)OCC(F)(F)F
80,MeCN,ammonium acetate,1,3.45,salicylic acid,0.01,Agilent XCT,ESI,0.1968962,0.1868962,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc(c(c1)C(=O)O)O
80,MeCN,ammonium acetate,1,3.45,2-cyanophenol,0.13,Agilent XCT,ESI,0.055231569,0.074768431,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc(c(c1)C#N)O
80,MeCN,ammonium acetate,1,3.45,4-phenylazophenol,1.08,Agilent XCT,ESI,1.153617857,0.073617857,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc(cc1)c1ccc(c(c1)/N=N/c1ccccc1O)O
80,MeCN,ammonium acetate,1,3.45,"3,5-diiodosalicylic acid",1.68,Agilent XCT,ESI,2.111588389,0.431588389,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1c(cc(c(c1C(=O)O)O)I)I
80,MeCN,ammonium acetate,1,3.45,"2,4,6-trinitro-1,3-benzenediol",1.43,Agilent XCT,ESI,1.515908529,0.085908529,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,"3,5-dinitrosalicylic acid",1.59,Agilent XCT,ESI,1.597882063,0.007882063,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1c(cc(c(c1C(=O)O)O)N(=O)=O)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,"2,4-dinitrobenzoic acid",-0.36,Agilent XCT,ESI,0.333973095,0.693973095,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(c(cc1N(=O)=O)N(=O)=O)C(=O)O
80,MeCN,ammonium acetate,1,3.45,4-chlorophenol,-0.89,Agilent XCT,ESI,-0.732738333,0.157261667,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(ccc1Cl)O
80,MeCN,ammonium acetate,1,3.45,"2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester",3.2,Agilent XCT,ESI,3.499650511,0.299650511,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1c(cc(c(c1S(=O)(=O)OCC(C(F)F)(F)F)O)S(=O)(=O)OCC(C(F)F)(F)F)S(=O)(=O)OCC(C(F)F)(F)F
80,MeCN,ammonium acetate,1,3.45,heptafluorornapht-2-ol,0.89,Agilent XCT,ESI,1.475599892,0.585599892,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)O)F
80,MeCN,ammonium acetate,1,3.45,"2,4-dinitro-benzenesulfonic acid",1.32,Agilent XCT,ESI,1.417050873,0.097050873,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(c(cc1N(=O)=O)N(=O)=O)S(=O)(=O)O
80,MeCN,ammonium acetate,1,3.45,naphthalene-1-sulfonic acid,0.73,Agilent XCT,ESI,1.055963889,0.325963889,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc2c(c1)cccc2S(=O)(=O)O
80,MeCN,ammonium acetate,1,3.45,2-anthraquinonesulfonic acid,1.16,Agilent XCT,ESI,1.841608929,0.681608929,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc2c(c1)C(=O)c1ccc(cc1C2=O)S(=O)(=O)O
80,MeCN,ammonium acetate,1,3.45,3-nitrobenzenesulphonamide,0.79,Agilent XCT,ESI,1.102076746,0.312076746,0.57,32.18706944,6.68,3.45,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1cc(cc(c1)S(=O)(=O)N)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,perfluorooctanesulfonic acid,2.46,Agilent XCT,ESI,2.652753027,0.192753027,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
80,MeCN,ammonium acetate,1,3.45,perfluoro-tert-butanol,0.35,Agilent XCT,ESI,0.46442163,0.11442163,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O
80,MeCN,ammonium acetate,1,3.45,myristic acid,-0.06,Agilent XCT,ESI,0.323974405,0.383974405,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",CCCCCCCCCCCCCC(=O)O
80,MeCN,ammonium acetate,1,3.45,"2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide",2.1,Agilent XCT,ESI,2.383621389,0.283621389,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1(c(c(c(c(c1F)F)S(=O)(=O)NS(=O)(=O)c1c(c(c(c(c1F)F)F)F)F)F)F)F
80,MeCN,ammonium acetate,1,3.45,4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide,2.02,Agilent XCT,ESI,2.365472597,0.345472597,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",Cc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(cc1)N(=O)=O
80,MeCN,ammonium acetate,1,3.45,sorbic acid,-3.08,Agilent XCT,ESI,-2.230570873,0.849429127,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",C/C=C/C=C/C(=O)O
80,MeCN,ammonium acetate,1,3.45,phthalimide,-2.39,Agilent XCT,ESI,-1.916431415,0.473568585,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc2c(c1)C(=NC2=O)O
80,MeCN,ammonium acetate,1,3.45,N-hydroxy-phthalimide,-1.24,Agilent XCT,ESI,-0.732949188,0.507050812,0.57,32.18706944,6.68,3.45,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 3.45",c1ccc2c(c1)C(=O)N(C2=O)O
80,MeCN,ammonia,10,10.5,2-pyridinepropionic acid,-0.07,Agilent XCT,ESI,-0.165057381,0.095057381,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccnc(c1)CCC(=O)O
80,MeCN,ammonia,10,10.5,2-nitrobenzoic acid,-0.58,Agilent XCT,ESI,-0.463783095,0.116216905,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C(=O)O)N(=O)=O
80,MeCN,ammonia,10,10.5,phthalic acid,0.32,Agilent XCT,ESI,0.121274933,0.198725067,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C(=O)O)C(=O)O
80,MeCN,ammonia,10,10.5,salicylic acid,0.36,Agilent XCT,ESI,0.571238341,0.211238341,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C(=O)O)O
80,MeCN,ammonia,10,10.5,2-aminobenzoic acid,0.01,Agilent XCT,ESI,-0.0525,0.0625,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C(=O)O)N
80,MeCN,ammonia,10,10.5,4-aminophenol,-1.47,Agilent XCT,ESI,-1.621994827,0.151994827,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1N)O
80,MeCN,ammonia,10,10.5,4-pyridinepropionic acid,-0.08,Agilent XCT,ESI,-0.204070952,0.124070952,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C(CC(=O)O)c1ccncc1
80,MeCN,ammonia,10,10.5,2-aminophenol,-0.62,Agilent XCT,ESI,-0.697930833,0.077930833,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)N)O
80,MeCN,ammonia,10,10.5,terephthalic acid,0.11,Agilent XCT,ESI,0.062939459,0.047060541,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1C(=O)O)C(=O)O
80,MeCN,ammonia,10,10.5,4-hydroxybenzoic acid,0.02,Agilent XCT,ESI,0.091665077,0.071665077,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1C(=O)O)O
80,MeCN,ammonia,10,10.5,4-aminobenzoic acid,-0.2,Agilent XCT,ESI,-0.300216973,0.100216973,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1C(=O)O)N
80,MeCN,ammonia,10,10.5,2-cyanophenol,0.28,Agilent XCT,ESI,0.478160522,0.198160522,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C#N)O
80,MeCN,ammonia,10,10.5,benzoic acid,0,Agilent XCT,ESI,0.036083291,0.036083291,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(cc1)C(=O)O
80,MeCN,ammonia,10,10.5,asparagine,-0.49,Agilent XCT,ESI,-0.417983207,0.072016793,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C([C@@H](C(=O)O)N)C(=N)O
80,MeCN,ammonia,10,10.5,aspartic acid,-0.49,Agilent XCT,ESI,-0.449257566,0.040742434,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C([C@@H](C(=O)O)N)C(=O)O
80,MeCN,ammonia,10,10.5,glutamine,-0.58,Agilent XCT,ESI,-0.286342295,0.293657705,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C(CC(=N)O)[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,glutamic acid,-0.31,Agilent XCT,ESI,-0.08236081,0.22763919,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C(CC(=O)O)[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,histidine,-0.69,Agilent XCT,ESI,-0.502249069,0.187750931,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C(c1cnc[nH]1)[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,isoleucine,-0.09,Agilent XCT,ESI,-0.444884955,0.354884955,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",CC[C@H](C)[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,leucine,-0.12,Agilent XCT,ESI,-0.387237103,0.267237103,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",CC(C)C[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,methionine,-0.62,Agilent XCT,ESI,-0.37213619,0.24786381,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",CSCC[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,phenylalanine,0.69,Agilent XCT,ESI,0.214160744,0.475839256,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(cc1)C[C@@H](C(=O)O)N
80,MeCN,ammonia,10,10.5,serine,-0.49,Agilent XCT,ESI,-0.553593519,0.063593519,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C([C@@H](C(=O)O)N)O
80,MeCN,ammonia,10,10.5,threonine,-0.52,Agilent XCT,ESI,-0.622285652,0.102285652,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",C[C@H]([C@@H](C(=O)O)N)O
80,MeCN,ammonia,10,10.5,tryptophan,-0.05,Agilent XCT,ESI,0.218084444,0.268084444,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc2c(c1)c(C[C@@H](C(=O)O)N)c[nH]2
80,MeCN,ammonia,10,10.5,tyrosine,0.3,Agilent XCT,ESI,0.285536855,0.014463145,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1C[C@@H](C(=O)O)N)O
80,MeCN,ammonia,10,10.5,valine,-0.16,Agilent XCT,ESI,-1.004484665,0.844484665,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",CC(C)[C@@H](C(=O)O)N
80,MeCN,ammonium acetate,1,7,2-nitrophenol,-1.04,Agilent 6495,JetStream,-0.933068062,0.106931938,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)N(=O)=O)O
80,MeCN,ammonium acetate,1,7,4-nitrophenol,0.5,Agilent 6495,JetStream,1.043437172,0.543437172,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
80,MeCN,ammonium acetate,1,7,2-hydroxyphenol,-0.07,Agilent 6495,JetStream,-0.637539167,0.567539167,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)O)O
80,MeCN,ammonium acetate,1,7,4-hydroxyphenol,-2.76,Agilent 6495,JetStream,-2.321436667,0.438563333,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1O)O
80,MeCN,ammonium acetate,1,7,2-aminophenol,-1.17,Agilent 6495,JetStream,-0.813860978,0.356139022,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)N)O
80,MeCN,ammonium acetate,1,7,4-aminophenol,-2.76,Agilent 6495,JetStream,-1.982111851,0.777888149,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1N)O
80,MeCN,ammonium acetate,1,7,2-methoxyphenol,-2.6,Agilent 6495,JetStream,-1.783295193,0.816704807,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",COc1ccccc1O
80,MeCN,ammonium acetate,1,7,4-methoxyphenol,-2.6,Agilent 6495,JetStream,-1.808891039,0.791108961,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",COc1ccc(cc1)O
80,MeCN,ammonium acetate,1,7,2-hydroxybenzaldehyde,-1.02,Agilent 6495,JetStream,-1.202634762,0.182634762,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)C=O)O
80,MeCN,ammonium acetate,1,7,4-hydroxybenzaldehyde,0.14,Agilent 6495,JetStream,0.061491706,0.078508294,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1C=O)O
80,MeCN,ammonium acetate,1,7,2-phenylphenol,0.39,Agilent 6495,JetStream,0.348672431,0.041327569,0.57,32.18706944,6.68,7,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(cc1)c1ccccc1O
80,MeCN,ammonium acetate,1,7,4-phenylphenol,0.75,Agilent 6495,JetStream,0.392394736,0.357605264,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
80,MeCN,ammonium acetate,1,7,2-aminobenzoic acid,-0.39,Agilent 6495,JetStream,-0.233140873,0.156859127,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)N
80,MeCN,ammonium acetate,1,7,4-aminobenzoic acid,-1.21,Agilent 6495,JetStream,-0.438373563,0.771626437,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
80,MeCN,ammonium acetate,1,7,salicylic acid,0.09,Agilent 6495,JetStream,0.609986744,0.519986744,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
80,MeCN,ammonium acetate,1,7,4-hydroxybenzoic acid,0.14,Agilent 6495,JetStream,0.160683926,0.020683926,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
80,MeCN,ammonium acetate,1,7,2-nitrobenzoic acid,-0.69,Agilent 6495,JetStream,-0.483767817,0.206232183,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)N(=O)=O
80,MeCN,ammonium acetate,1,7,4-nitrobenzoic acid,0.02,Agilent 6495,JetStream,0.056616687,0.036616687,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N(=O)=O
80,MeCN,ammonium acetate,1,7,phthalic acid,-0.09,Agilent 6495,JetStream,0.065418266,0.155418266,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)C(=O)O
80,MeCN,ammonium acetate,1,7,terephthalic acid,-0.33,Agilent 6495,JetStream,0.007151126,0.337151126,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1cc(ccc1C(=O)O)C(=O)O
80,MeCN,ammonium acetate,1,7,2-pyridinepropionic acid,-1.02,Agilent 6495,JetStream,-0.527582341,0.492417659,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",c1ccnc(c1)CCC(=O)O
80,MeCN,ammonium acetate,1,7,4-pyridinepropionic acid,-0.81,Agilent 6495,JetStream,-0.450279167,0.359720833,0.57,32.18706944,6.68,7,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 7",C(CC(=O)O)c1ccncc1
80,MeCN,ammonia,10,10.5,2-nitrophenol,-1.18,Agilent 6495,JetStream,-0.893212477,0.286787523,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)N(=O)=O)O
80,MeCN,ammonia,10,10.5,4-nitrophenol,0.5,Agilent 6495,JetStream,1.017648402,0.517648402,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1N(=O)=O)O
80,MeCN,ammonia,10,10.5,2-hydroxyphenol,-0.22,Agilent 6495,JetStream,-0.532469286,0.312469286,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)O)O
80,MeCN,ammonia,10,10.5,4-hydroxyphenol,-2.45,Agilent 6495,JetStream,-2.223715476,0.226284524,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1O)O
80,MeCN,ammonia,10,10.5,2-aminophenol,-0.49,Agilent 6495,JetStream,-0.697930833,0.207930833,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)N)O
80,MeCN,ammonia,10,10.5,4-aminophenol,-1.2,Agilent 6495,JetStream,-1.621994827,0.421994827,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1N)O
80,MeCN,ammonia,10,10.5,2-methoxyphenol,-1.09,Agilent 6495,JetStream,-1.540837,0.450837,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",COc1ccccc1O
80,MeCN,ammonia,10,10.5,4-methoxyphenol,-0.82,Agilent 6495,JetStream,-1.330387547,0.510387547,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",COc1ccc(cc1)O
80,MeCN,ammonia,10,10.5,2-hydroxybenzaldehyde,-1.44,Agilent 6495,JetStream,-1.12691,0.31309,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(c(c1)C=O)O
80,MeCN,ammonia,10,10.5,4-hydroxybenzaldehyde,0.06,Agilent 6495,JetStream,0.049924643,0.010075357,0.57,32.18706944,6.68,10.5,1,FALSE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1cc(ccc1C=O)O
80,MeCN,ammonia,10,10.5,2-phenylphenol,-0.01,Agilent 6495,JetStream,0.174726241,0.184726241,0.57,32.18706944,6.68,10.5,1,TRUE,"MeCN/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",c1ccc(cc1)c1ccccc1O
